resident_id,property_id,lease_start_date,lease_end_date,move_out_date,rent_amount
R00528,P003,2023-11-18,2024-11-12,,2450
R00529,P003,2024-06-13,2025-06-08,,2100
R00530,P003,2023-08-15,2024-08-09,,1900
R00531,P003,2024-08-07,2025-02-03,,2400
R00532,P003,2024-07-02,2025-06-27,,2100
R00533,P003,2024-08-18,2025-08-13,,2100
R00534,P003,2023-05-01,2024-04-25,,2100
R00535,P003,2024-02-25,2025-02-19,,2150
R00536,P003,2024-07-07,2025-07-02,2024-08-12,2150
R00537,P003,2024-05-10,2025-05-05,,2650
R00538,P003,2024-05-09,2025-05-04,2024-07-31,3200
R00539,P003,2023-06-26,2024-06-20,,2550
R00540,P003,2023-11-12,2024-11-06,2024-06-24,1850
R00541,P003,2024-09-24,2025-03-23,,2200
R00542,P003,2024-10-19,2025-10-14,,2250
R00543,P003,2022-07-08,2023-07-03,,3100
R00544,P003,2022-08-21,2023-08-16,,2300
R00545,P003,2023-09-16,2024-09-10,,2800
R00546,P003,2024-06-06,2025-06-01,,2350
R00547,P003,2022-07-18,2023-07-13,,3200
R00548,P003,2024-10-02,2025-09-27,,3100
R00549,P003,2022-12-22,2023-06-20,,1800
R00550,P003,2023-03-21,2024-03-15,,2900
R00551,P003,2022-07-17,2023-07-12,,1850
R00552,P003,2024-07-20,2025-07-15,,2850
R00553,P003,2023-01-18,2024-01-13,,1800
R00554,P003,2022-09-09,2023-09-04,,2250
R00555,P003,2022-09-23,2023-09-18,2023-08-15,3050
R00556,P003,2022-07-04,2023-06-29,,2150
R00557,P003,2022-09-09,2023-09-04,,2200
R00558,P003,2023-02-13,2024-02-08,2023-11-12,2150
R00559,P003,2024-03-22,2025-03-17,,1900
R00560,P003,2024-10-21,2025-10-16,,1900
R00561,P003,2023-06-18,2024-06-12,,2800
R00562,P003,2022-10-03,2023-09-28,,2450
R00563,P003,2024-08-19,2025-08-14,,1950
R00564,P003,2024-09-08,2025-09-03,,3150
R00565,P003,2024-09-16,2025-09-11,,1900
R00566,P003,2024-10-18,2025-10-13,,1850
R00567,P003,2022-12-11,2023-06-09,,2100
R00568,P003,2024-02-27,2025-02-21,,2400
R00569,P003,2022-08-19,2023-08-14,,3100
R00570,P003,2023-08-18,2024-08-12,2023-12-10,3000
R00571,P003,2024-02-23,2025-02-17,,2600
R00572,P003,2024-10-02,2025-03-31,,2150
R00573,P003,2022-08-25,2023-08-20,,2750
R00574,P003,2023-12-11,2024-06-08,,2200
R00575,P003,2023-07-12,2024-07-06,,2400
R00576,P003,2023-03-19,2024-03-13,2023-08-18,1900
R00577,P003,2024-04-08,2025-04-03,,1900
R00578,P003,2023-03-23,2024-03-17,,2000
R00579,P003,2024-06-12,2024-12-09,,1800
R00580,P003,2023-06-25,2024-06-19,,2000
R00581,P003,2022-07-15,2023-07-10,,2600
R00582,P003,2023-02-03,2024-01-29,,1900
R00583,P003,2024-07-11,2025-07-06,,1800
R00584,P003,2023-06-25,2023-12-22,2023-09-27,3200
R00585,P003,2024-09-08,2025-09-03,,2050
R00586,P003,2024-05-05,2025-04-30,,2200
R00587,P003,2023-03-06,2024-02-29,2024-01-13,2450
R00588,P003,2023-07-03,2024-06-27,,2150
R00589,P003,2024-07-20,2025-07-15,,2500
R00590,P003,2022-07-01,2023-06-26,,2300
R00591,P003,2024-05-28,2025-05-23,,2300
R00592,P003,2023-10-28,2024-10-22,2024-07-20,2750
R00593,P003,2022-08-20,2023-08-15,,2100
R00594,P003,2023-05-13,2024-05-07,,2250
R00595,P003,2024-08-16,2025-08-11,,3050
R00596,P003,2022-08-09,2023-08-04,,2400
R00597,P003,2023-02-19,2024-02-14,2023-11-23,2650
R00598,P003,2022-10-18,2023-04-16,,2950
R00599,P003,2023-12-07,2024-12-01,,2250
R00600,P003,2024-01-28,2025-01-22,,2450
R00601,P003,2024-06-21,2025-06-16,,2200
R00602,P003,2024-03-14,2025-03-09,,1900
R00603,P003,2023-12-16,2024-12-10,2024-03-27,2650
R00604,P003,2024-10-28,2025-10-23,,2650
R00605,P003,2022-11-12,2023-11-07,,3050
R00606,P003,2024-07-03,2024-12-30,,2150
R00607,P003,2024-07-06,2025-07-01,2024-09-02,1850
R00608,P003,2024-10-22,2025-10-17,,3000
R00609,P003,2023-12-14,2024-06-11,,1950
R00610,P003,2023-04-24,2024-04-18,,2700
R00611,P003,2024-07-15,2025-07-10,2024-09-25,2500
R00612,P003,2024-07-17,2025-07-12,,1800
R00613,P003,2023-02-14,2024-02-09,,1900
R00614,P003,2022-11-24,2023-05-23,2023-03-14,2250
R00615,P003,2023-06-07,2024-06-01,,2350
R00616,P003,2023-02-24,2024-02-19,2023-11-28,2300
R00617,P003,2022-08-26,2023-08-21,2023-05-23,1800
R00618,P003,2023-08-22,2024-08-16,,2950
R00619,P003,2022-09-18,2023-09-13,2023-05-05,2650
R00620,P003,2023-12-08,2024-12-02,,2800
R00621,P003,2022-07-22,2023-07-17,2023-06-20,1800
R00622,P003,2024-07-07,2025-07-02,,2450
R00623,P003,2023-01-07,2024-01-02,2023-12-18,3000
R00624,P003,2024-08-03,2025-07-29,,3050
R00625,P003,2024-03-11,2025-03-06,,1950
R00626,P003,2023-08-16,2024-08-10,,2800
R00627,P003,2023-07-20,2024-07-14,,1950
R00628,P003,2023-06-15,2024-06-09,,3100
R00629,P003,2024-08-10,2025-08-05,,2700
R00630,P003,2022-10-11,2023-04-09,2023-03-03,2250
R00631,P003,2022-07-23,2023-01-19,,2400
R00632,P003,2023-07-19,2024-07-13,,2050
R00633,P003,2023-08-23,2024-08-17,,2050
R00634,P003,2024-03-10,2024-09-06,,2300
R00635,P003,2023-08-28,2024-08-22,,1800
R00636,P003,2023-03-27,2024-03-21,2023-10-04,2650
R00637,P003,2024-07-14,2025-07-09,,2450
R00638,P003,2024-08-16,2025-08-11,,2700
R00639,P003,2022-11-08,2023-11-03,,2200
R00640,P003,2022-09-06,2023-09-01,2023-04-11,2700
R00641,P003,2024-08-16,2025-08-11,2024-10-25,1950
R00642,P003,2024-02-25,2025-02-19,,2350
R00643,P003,2024-08-02,2025-07-28,,2500
R00644,P003,2024-03-14,2024-09-10,,3100
R00645,P003,2024-08-10,2025-08-05,,1850
R00646,P003,2023-04-28,2024-04-22,,2500
R00647,P003,2022-11-08,2023-11-03,,2950
R00648,P003,2024-07-28,2025-07-23,2024-10-27,2800
R00649,P003,2023-03-05,2024-02-28,,3100
R00650,P003,2022-11-19,2023-11-14,2023-05-12,2200
R00651,P003,2024-07-11,2025-07-06,,2250
R00652,P003,2023-07-28,2024-07-22,,3200
R00653,P003,2024-08-05,2025-07-31,,3050
R00654,P003,2023-11-09,2024-11-03,,2000
R00655,P003,2024-09-08,2025-03-07,,2300
R00656,P003,2022-11-22,2023-11-17,,2000
R00657,P003,2024-07-21,2025-07-16,,2500
R00658,P003,2022-10-25,2023-04-23,2022-12-10,2600
R00659,P003,2024-04-12,2025-04-07,,2550
R00660,P003,2023-07-28,2024-07-22,,2950
R00661,P003,2022-10-15,2023-10-10,,2900
R00662,P003,2023-10-26,2024-10-20,,2100
R00663,P003,2023-10-16,2024-10-10,,3100
R00664,P004,2023-07-05,2024-06-29,,2150
R00665,P004,2023-11-25,2024-05-23,,1550
R00666,P004,2024-08-15,2025-02-11,,1650
R00667,P004,2023-06-14,2024-06-08,,2500
R00668,P004,2022-12-10,2023-12-05,,1800
R00669,P004,2022-10-09,2023-04-07,,2450
R00670,P004,2024-03-13,2025-03-08,,2550
R00671,P004,2024-08-14,2025-08-09,,2500
R00672,P004,2022-07-16,2023-01-12,2022-08-18,2300
R00673,P004,2022-09-15,2023-03-14,,2500
R00674,P004,2023-10-28,2024-10-22,,1600
R00675,P004,2023-02-13,2023-08-12,,1550
R00676,P004,2022-08-10,2023-02-06,2022-10-30,2600
R00677,P004,2022-10-22,2023-04-20,,2200
R00678,P004,2024-01-21,2025-01-15,2024-07-08,1950
R00679,P004,2024-03-24,2025-03-19,,2050
R00680,P004,2024-07-28,2025-07-23,,1550
R00681,P004,2022-11-19,2023-11-14,2023-09-02,1950
R00682,P004,2023-05-05,2024-04-29,2023-07-24,2400
R00683,P004,2022-07-20,2023-07-15,,2350
R00684,P004,2023-09-23,2024-03-21,,2450
R00685,P004,2023-04-20,2024-04-14,,2550
R00686,P004,2023-05-02,2024-04-26,2023-08-08,1750
R00687,P004,2023-06-08,2024-06-02,,2350
R00688,P004,2022-09-01,2023-08-27,,1900
R00689,P004,2022-08-27,2023-08-22,,1950
R00690,P004,2024-07-25,2025-07-20,,2600
R00691,P004,2022-07-10,2023-07-05,,1450
R00692,P004,2022-12-13,2023-12-08,,2400
R00693,P004,2024-06-14,2025-06-09,,2000
R00694,P004,2022-10-18,2023-10-13,,1800
R00695,P004,2022-08-17,2023-08-12,,1600
R00696,P004,2024-05-19,2025-05-14,,2400
R00697,P004,2024-07-10,2025-07-05,,2550
R00698,P004,2022-09-07,2023-09-02,,2100
R00699,P004,2024-07-10,2025-07-05,,2450
R00700,P004,2024-03-01,2025-02-24,2024-04-21,2500
R00701,P004,2022-07-12,2023-07-07,,2550
R00702,P004,2023-03-05,2024-02-28,2023-11-10,1800
R00703,P004,2024-09-25,2025-09-20,,1900
R00704,P004,2023-05-03,2024-04-27,,2300
R00705,P004,2024-02-15,2025-02-09,,1450
R00706,P004,2023-10-06,2024-09-30,,1800
R00707,P004,2022-12-22,2023-12-17,2023-11-18,1750
R00708,P004,2024-06-02,2025-05-28,2024-08-01,1400
R00709,P004,2022-07-12,2023-07-07,2022-08-11,1600
R00710,P004,2022-12-28,2023-06-26,2023-06-14,2500
R00711,P004,2024-07-08,2025-07-03,,2050
R00712,P004,2024-05-27,2024-11-23,,1950
R00713,P004,2022-09-02,2023-08-28,,2200
R00714,P004,2022-12-03,2023-11-28,,1850
R00715,P004,2023-05-18,2024-05-12,2024-03-29,1950
R00716,P004,2022-08-26,2023-08-21,,2350
R00717,P004,2022-08-19,2023-08-14,2023-01-12,2600
R00718,P004,2022-10-18,2023-10-13,,1750
R00719,P004,2022-07-14,2023-01-10,,2250
R00720,P004,2023-08-23,2024-08-17,2023-11-11,1900
R00721,P004,2022-11-13,2023-11-08,2023-01-27,2550
R00722,P004,2023-02-17,2024-02-12,2023-08-09,2050
R00723,P004,2023-12-05,2024-11-29,,1500
R00724,P004,2022-12-28,2023-12-23,,2500
R00725,P004,2023-06-24,2023-12-21,,1550
R00726,P004,2024-02-27,2025-02-21,,2300
R00727,P004,2024-01-22,2025-01-16,,1750
R00728,P004,2023-04-11,2024-04-05,,2000
R00729,P004,2024-08-11,2025-08-06,,1800
R00730,P004,2022-07-18,2023-07-13,,2300
R00731,P004,2022-08-07,2023-08-02,2023-01-10,2050
R00732,P004,2022-09-25,2023-09-20,,1850
R00733,P004,2023-04-04,2023-10-01,,2450
R00734,P004,2023-10-23,2024-10-17,2024-04-02,1700
R00735,P004,2023-03-23,2024-03-17,,1950
R00736,P004,2023-07-22,2024-07-16,2023-12-17,1650
R00737,P004,2022-12-28,2023-12-23,,2550
R00738,P004,2024-04-15,2024-10-12,,1600
R00739,P004,2022-07-27,2023-07-22,,1750
R00740,P004,2022-07-13,2023-07-08,,2400
R00741,P004,2024-02-19,2025-02-13,,1500
R00742,P004,2022-12-07,2023-12-02,,2100
R00743,P004,2022-07-28,2023-07-23,,1900
R00744,P004,2022-07-15,2023-01-11,,2300
R00745,P004,2023-10-13,2024-10-07,,2000
R00746,P004,2024-06-12,2025-06-07,,1650
R00747,P004,2023-05-05,2023-11-01,,2350
R00748,P004,2024-04-10,2025-04-05,,2250
R00749,P004,2023-01-09,2024-01-04,2023-10-09,2050
R00750,P004,2022-10-26,2023-10-21,2023-09-06,2400
R00751,P004,2024-08-13,2025-08-08,,1950
R00752,P004,2023-07-16,2024-07-10,,2300
R00753,P004,2024-05-09,2025-05-04,,1900
R00754,P004,2024-03-26,2025-03-21,,1450
R00755,P004,2023-07-25,2024-07-19,,1750
R00756,P004,2022-07-22,2023-07-17,,2250
R00757,P004,2024-01-08,2025-01-02,2024-10-06,2000
R00758,P004,2023-12-28,2024-12-22,,1750
R00759,P004,2024-05-24,2025-05-19,,2300
R00760,P004,2022-10-12,2023-10-07,,2300
R00761,P004,2022-09-07,2023-09-02,2023-05-04,2150
R00762,P004,2024-05-16,2024-11-12,2024-10-05,1450
R00763,P004,2022-09-01,2023-08-27,2023-04-29,1400
R00764,P004,2023-11-07,2024-11-01,,1900
R00765,P004,2024-03-26,2025-03-21,,1900
R00766,P004,2022-07-19,2023-07-14,,1600
R00767,P004,2022-11-28,2023-11-23,,1500
R00768,P004,2023-08-22,2024-08-16,,1550
R00769,P004,2023-05-05,2024-04-29,,2550
R00770,P004,2023-09-16,2024-09-10,,1650
R00771,P004,2024-10-23,2025-10-18,,2350
R00772,P004,2023-04-19,2024-04-13,,2000
R00773,P004,2023-09-10,2024-03-08,,2550
R00774,P004,2022-12-19,2023-12-14,,2600
R00775,P004,2024-01-20,2025-01-14,,2350
R00776,P004,2022-10-04,2023-09-29,,1600
R00777,P004,2023-09-08,2024-09-02,,1900
R00778,P004,2022-10-03,2023-09-28,2023-06-09,2450
R00779,P004,2024-08-11,2025-08-06,,1800
R00780,P004,2022-08-01,2023-07-27,2023-01-24,1550
R00781,P004,2024-01-13,2025-01-07,,2050
R00782,P004,2022-12-16,2023-12-11,,1950
R00783,P004,2024-05-27,2025-05-22,,2300
R00784,P004,2024-08-08,2025-08-03,,1500
R00785,P004,2022-08-11,2023-08-06,,1550
R00786,P004,2022-08-13,2023-08-08,2022-10-21,1500
R00787,P004,2024-10-03,2025-09-28,,2350
R00788,P004,2023-08-14,2024-08-08,,1650
R00789,P004,2024-09-06,2025-03-05,,1900
R00790,P004,2022-12-14,2023-12-09,,2550
R00791,P004,2024-07-22,2025-07-17,,1750
R00792,P004,2022-07-19,2023-07-14,,2150
R00793,P004,2022-08-06,2023-02-02,2023-01-10,2450
R00794,P004,2024-07-07,2025-01-03,,1700
R00795,P004,2022-10-03,2023-09-28,,1550
R00796,P004,2023-09-16,2024-09-10,,2450
R00797,P004,2023-02-18,2024-02-13,2023-07-05,1950
R00798,P004,2023-06-15,2023-12-12,,2100
R00799,P004,2023-04-27,2024-04-21,,1450
R00800,P004,2022-11-22,2023-05-21,2023-04-19,2450
R00801,P004,2023-10-14,2024-10-08,2024-03-13,2300
R00802,P004,2022-09-27,2023-09-22,2023-09-12,2200
R00803,P004,2023-12-22,2024-12-16,2024-02-07,2150
R00804,P004,2024-09-16,2025-09-11,2024-10-17,2000
R00805,P004,2024-01-19,2025-01-13,2024-10-05,2300
R00806,P004,2024-10-05,2025-04-03,,2600
R00807,P004,2023-03-06,2024-02-29,,1700
R00808,P004,2022-08-22,2023-08-17,,2400
R00809,P004,2022-11-09,2023-11-04,,2550
R00810,P004,2022-07-18,2023-07-13,2022-11-24,1900
R00811,P004,2023-07-28,2024-01-24,,2500
R00812,P004,2024-07-26,2025-07-21,,2050
R00813,P004,2022-07-19,2023-07-14,,1550
R00814,P004,2022-09-04,2023-08-30,2023-06-17,2250
R00815,P004,2023-11-09,2024-11-03,2024-08-12,2150
R00816,P004,2024-07-02,2025-06-27,,2000
R00817,P004,2022-09-22,2023-09-17,,1450
R00818,P004,2023-11-11,2024-11-05,,1450
R00819,P004,2024-06-09,2025-06-04,,1400
R00820,P004,2023-10-10,2024-10-04,,2150
R00821,P004,2024-07-28,2025-07-23,,1850
R00822,P004,2024-06-27,2025-06-22,,2550
R00823,P004,2023-08-03,2024-07-28,2023-12-12,1700
R00824,P004,2023-09-25,2024-09-19,,1950
R00825,P004,2022-09-06,2023-03-05,,2500
R00826,P004,2024-06-25,2025-06-20,,2300
R00827,P004,2022-07-27,2023-07-22,,1450
R00828,P004,2022-09-06,2023-09-01,,1700
R00829,P004,2023-06-15,2024-06-09,,2400
R00830,P004,2022-10-08,2023-10-03,,2350
R00831,P004,2023-03-28,2024-03-22,2023-10-08,2250
R00832,P004,2023-06-27,2024-06-21,,2550
R00833,P004,2024-02-01,2025-01-26,,1650
R00834,P004,2024-08-07,2025-08-02,,2400
R00835,P004,2022-10-09,2023-10-04,2023-06-14,2200
R00836,P004,2022-11-25,2023-11-20,,2150
R00837,P004,2022-10-20,2023-10-15,,1750
R00838,P004,2023-08-10,2024-08-04,,2500
R00839,P004,2024-04-13,2025-04-08,,2100
R00840,P004,2023-04-10,2024-04-04,,2350
R00841,P004,2023-07-01,2024-06-25,,2450
R00842,P004,2023-07-20,2024-07-14,2024-05-09,1850
R00843,P004,2024-02-03,2025-01-28,,1800
R00844,P004,2024-05-09,2025-05-04,,2500
R00845,P004,2024-04-05,2025-03-31,,1750
R00846,P004,2022-11-26,2023-11-21,,2000
R00847,P004,2024-05-05,2025-04-30,,2400
R00848,P004,2023-12-09,2024-12-03,,2000
R00849,P004,2023-09-19,2024-09-13,,2300
R00850,P004,2022-08-23,2023-08-18,2023-08-10,2250
R00851,P004,2024-08-22,2025-08-17,,1850
R00852,P004,2022-11-18,2023-11-13,,1550
R00853,P004,2023-02-09,2024-02-04,,2250
R00854,P004,2022-12-11,2023-12-06,,1750
R00855,P004,2023-04-28,2024-04-22,2024-03-01,1900
R00856,P004,2023-04-10,2024-04-04,,1550
R00857,P004,2023-01-21,2024-01-16,,2350
R00858,P004,2022-08-07,2023-08-02,,2450
R00859,P004,2023-07-14,2024-01-10,,1600
R00860,P004,2022-12-11,2023-12-06,,2300
R00861,P004,2023-03-28,2024-03-22,2024-03-15,2600
R00862,P004,2022-08-21,2023-08-16,,1900
R00863,P004,2024-01-15,2025-01-09,2024-06-10,2600
R00864,P004,2022-09-06,2023-09-01,2022-12-14,2600
R00865,P004,2022-07-14,2023-07-09,,2000
R00866,P004,2023-12-13,2024-06-10,,2250
R00867,P004,2022-10-01,2023-09-26,,2600
R00868,P004,2024-03-22,2024-09-18,2024-07-13,2550
R00869,P004,2022-07-12,2023-07-07,,1550
R00870,P004,2023-07-10,2024-07-04,,1450
R00871,P004,2023-12-15,2024-12-09,,2350
R00872,P004,2024-05-22,2025-05-17,,1900
R00873,P004,2023-06-07,2024-06-01,,2000
R00874,P004,2022-07-24,2023-07-19,,1700
R00875,P004,2024-01-17,2025-01-11,,1950
R00876,P005,2023-11-09,2024-11-03,2024-06-16,2550
R00877,P005,2022-09-02,2023-08-28,,2600
R00878,P005,2022-08-13,2023-08-08,2023-06-12,1750
R00879,P005,2024-04-23,2025-04-18,,2700
R00880,P005,2024-07-10,2025-07-05,,1750
R00881,P005,2024-06-20,2025-06-15,,1800
R00882,P005,2023-10-04,2024-09-28,,2550
R00883,P005,2022-08-26,2023-02-22,,1900
R00884,P005,2024-03-09,2025-03-04,2024-05-23,1900
R00885,P005,2023-08-10,2024-08-04,,2450
R00886,P005,2023-11-23,2024-11-17,2024-04-10,2100
R00887,P005,2022-07-22,2023-01-18,2022-09-14,1750
R00888,P005,2024-07-05,2025-06-30,,2800
R00889,P005,2024-01-24,2024-07-22,,2000
R00890,P005,2024-04-10,2025-04-05,,1650
R00891,P005,2022-11-28,2023-05-27,,2050
R00892,P005,2023-10-11,2024-10-05,,1750
R00893,P005,2022-11-02,2023-05-01,,1800
R00894,P005,2024-07-11,2025-07-06,,2300
R00895,P005,2024-04-24,2024-10-21,,2100
R00896,P005,2022-08-16,2023-08-11,,2200
R00897,P005,2024-09-26,2025-09-21,,1850
R00898,P005,2022-07-24,2023-01-20,2022-11-20,1850
R00899,P005,2022-08-19,2023-08-14,2023-07-18,2500
R00900,P005,2024-06-20,2025-06-15,2024-10-11,2150
R00901,P005,2024-01-22,2025-01-16,2024-03-25,2750
R00902,P005,2022-08-16,2023-02-12,,2250
R00903,P005,2023-01-09,2024-01-04,,1600
R00904,P005,2024-09-17,2025-09-12,,2500
R00905,P005,2024-07-22,2025-07-17,,2400
R00906,P005,2024-07-20,2025-01-16,2024-10-15,2650
R00907,P005,2024-04-12,2025-04-07,,2600
R00908,P005,2023-03-27,2024-03-21,2024-03-12,2550
R00909,P005,2022-08-19,2023-08-14,2023-06-07,2350
R00910,P005,2022-08-07,2023-08-02,,2000
R00911,P005,2022-09-18,2023-09-13,,2200
R00912,P005,2022-09-07,2023-09-02,2023-07-19,1700
R00913,P005,2023-06-04,2024-05-29,,2750
R00914,P005,2024-01-13,2025-01-07,,2450
R00915,P005,2024-01-03,2024-12-28,,2550
R00916,P005,2024-04-17,2025-04-12,,2600
R00917,P005,2024-06-11,2025-06-06,,1650
R00918,P005,2022-11-11,2023-11-06,2023-08-04,2550
R00919,P005,2024-06-22,2025-06-17,,2300
R00920,P005,2022-07-22,2023-07-17,2023-03-17,2100
R00921,P005,2023-10-26,2024-10-20,,2400
R00922,P005,2023-08-02,2024-07-27,,2350
R00923,P005,2022-11-24,2023-11-19,,1750
R00924,P005,2023-08-07,2024-02-03,2024-01-25,2200
R00925,P005,2022-08-26,2023-08-21,,2100
R00926,P005,2022-11-02,2023-10-28,,2650
R00927,P005,2024-02-15,2025-02-09,,2500
R00928,P005,2024-02-16,2024-08-14,2024-06-28,2750
R00929,P005,2022-09-14,2023-09-09,,2350
R00930,P005,2024-08-06,2025-08-01,,1850
R00931,P005,2024-08-04,2025-07-30,,2550
R00932,P005,2024-09-17,2025-09-12,,2250
R00933,P005,2024-09-25,2025-09-20,,2200
R00934,P005,2023-12-15,2024-12-09,2024-02-23,1800
R00935,P005,2023-08-24,2024-08-18,2024-07-27,2700
R00936,P005,2024-09-23,2025-09-18,,2450
R00937,P005,2024-03-07,2025-03-02,,2050
R00938,P005,2024-05-22,2024-11-18,,2700
R00939,P005,2024-10-06,2025-10-01,,2700
R00940,P005,2024-05-04,2025-04-29,,2450
R00941,P005,2023-07-22,2024-07-16,2023-10-14,2650
R00942,P005,2024-09-18,2025-09-13,,2250
R00943,P005,2022-09-01,2023-08-27,,1650
R00944,P005,2024-01-09,2025-01-03,,1850
R00945,P005,2023-08-05,2024-07-30,,2700
R00946,P005,2023-04-18,2023-10-15,2023-06-02,2300
R00947,P005,2022-09-22,2023-09-17,,1950
R00948,P005,2024-07-13,2025-07-08,,2700
R00949,P005,2023-08-02,2024-07-27,2024-03-01,2200
R00950,P005,2023-12-22,2024-12-16,,2450
R00951,P005,2022-07-30,2023-07-25,,2800
R00952,P005,2023-10-21,2024-10-15,2024-07-29,2600
R00953,P005,2023-09-18,2024-09-12,2024-04-29,1900
R00954,P005,2024-10-10,2025-10-05,,2650
R00955,P005,2022-09-03,2023-08-29,,2200
R00956,P005,2022-08-18,2023-08-13,,1850
R00957,P005,2024-08-01,2025-07-27,,2700
R00958,P005,2022-08-25,2023-02-21,,2600
R00959,P005,2024-08-10,2025-08-05,,2500
R00960,P005,2024-05-26,2025-05-21,,2400
R00961,P005,2022-12-17,2023-06-15,2023-04-03,2400
R00962,P005,2022-08-18,2023-08-13,2022-10-20,2150
R00963,P005,2022-12-22,2023-12-17,2023-04-03,2150
R00964,P005,2023-04-25,2024-04-19,2024-03-22,2350
R00965,P005,2024-08-21,2025-02-17,,2650
R00966,P005,2023-06-21,2024-06-15,2023-10-09,2550
R00967,P005,2022-12-22,2023-12-17,,2200
R00968,P005,2022-08-18,2023-08-13,2023-01-31,1600
R00969,P005,2024-08-12,2025-08-07,,2400
R00970,P005,2023-07-10,2024-07-04,,1900
R00971,P005,2023-07-04,2024-06-28,2023-08-07,2800
R00972,P005,2024-06-21,2024-12-18,2024-11-10,2650
R00973,P005,2024-08-28,2025-08-23,,1750
R00974,P005,2022-09-23,2023-09-18,,2750
R00975,P005,2023-08-03,2024-07-28,,1800
R00976,P005,2022-08-11,2023-02-07,,1700
R00977,P005,2022-08-22,2023-02-18,,1950
R00978,P005,2023-06-15,2024-06-09,,2250
R00979,P005,2023-01-22,2023-07-21,2023-03-31,1600
R00980,P005,2024-08-03,2025-07-29,,2500
R00981,P005,2022-10-03,2023-09-28,,2400
R00982,P005,2022-08-22,2023-08-17,2022-10-02,1700
R00983,P005,2023-09-15,2024-09-09,,2650
R00984,P005,2022-08-18,2023-08-13,2022-11-15,2750
R00985,P005,2023-09-28,2024-09-22,2024-06-03,2600
R00986,P005,2022-08-26,2023-08-21,,2600
R00987,P005,2023-12-01,2024-11-25,,2450
R00988,P005,2022-08-23,2023-08-18,,2450
R00989,P006,2023-04-24,2024-04-18,,2350
R00990,P006,2022-08-21,2023-08-16,,2000
R00991,P006,2022-09-23,2023-09-18,,1950
R00992,P006,2022-10-19,2023-10-14,,3150
R00993,P006,2024-06-18,2024-12-15,2024-09-12,2850
R00994,P006,2022-08-07,2023-08-02,,2550
R00995,P006,2023-06-22,2024-06-16,,1950
R00996,P006,2023-08-07,2024-08-01,2024-02-10,2500
R00997,P006,2023-08-10,2024-08-04,,2000
R00998,P006,2024-07-26,2025-07-21,,2450
R00999,P006,2022-09-20,2023-09-15,,2950
R01000,P006,2024-06-27,2025-06-22,,2850
R01001,P006,2024-05-16,2025-05-11,,2350
R01002,P006,2023-07-04,2024-06-28,2023-08-31,2750
R01003,P006,2022-11-28,2023-11-23,,3200
R01004,P006,2024-03-24,2025-03-19,,1900
R01005,P006,2024-01-01,2024-12-26,2024-09-07,2800
R01006,P006,2022-11-19,2023-11-14,,2700
R01007,P006,2022-12-18,2023-12-13,2023-07-28,3200
R01008,P006,2024-06-25,2024-12-22,,2400
R01009,P006,2022-12-19,2023-12-14,,2250
R01010,P006,2022-08-17,2023-02-13,2022-11-13,2350
R01011,P006,2024-01-08,2025-01-02,,3050
R01012,P006,2024-07-25,2025-07-20,,2500
R01013,P006,2022-09-12,2023-09-07,,2000
R01014,P006,2024-08-12,2025-02-08,,3000
R01015,P006,2023-04-09,2024-04-03,,1850
R01016,P006,2024-03-26,2025-03-21,,2550
R01017,P006,2023-11-02,2024-10-27,,2300
R01018,P006,2022-10-17,2023-10-12,,2200
R01019,P006,2024-04-18,2025-04-13,,2400
R01020,P006,2024-05-19,2025-05-14,,3100
R01021,P006,2022-09-13,2023-09-08,,2150
R01022,P006,2024-06-27,2025-06-22,,2550
R01023,P006,2023-11-01,2024-10-26,,2000
R01024,P006,2023-03-03,2024-02-26,2023-07-07,2200
R01025,P006,2022-08-24,2023-08-19,2023-08-04,3100
R01026,P006,2022-10-14,2023-10-09,,2950
R01027,P006,2022-08-16,2023-08-11,,2700
R01028,P006,2022-10-14,2023-04-12,,1850
R01029,P006,2022-09-06,2023-03-05,,2600
R01030,P006,2022-12-05,2023-06-03,2023-05-27,2200
R01031,P006,2022-09-13,2023-09-08,,2700
R01032,P006,2024-01-24,2025-01-18,,3100
R01033,P006,2023-12-07,2024-12-01,,2550
R01034,P006,2023-03-27,2024-03-21,,2000
R01035,P006,2024-08-06,2025-08-01,,2600
R01036,P006,2023-03-22,2024-03-16,,2500
R01037,P006,2024-07-08,2025-07-03,,2000
R01038,P006,2022-09-25,2023-09-20,,2850
R01039,P006,2023-10-20,2024-04-17,,2550
R01040,P006,2024-07-26,2025-07-21,,3000
R01041,P006,2022-08-09,2023-08-04,,2650
R01042,P006,2022-12-25,2023-12-20,2023-08-08,2450
R01043,P006,2024-06-28,2024-12-25,,2600
R01044,P006,2023-04-26,2024-04-20,,3000
R01045,P006,2023-06-26,2024-06-20,,3000
R01046,P006,2024-07-14,2025-01-10,,2550
R01047,P006,2022-12-03,2023-11-28,2023-03-19,3200
R01048,P006,2024-06-07,2024-12-04,,2950
R01049,P006,2022-09-04,2023-08-30,,2400
R01050,P006,2024-03-26,2025-03-21,,2350
R01051,P006,2022-09-07,2023-09-02,,3150
R01052,P006,2024-06-12,2025-06-07,,2850
R01053,P006,2023-09-14,2024-09-08,,2650
R01054,P006,2023-03-18,2024-03-12,,2200
R01055,P006,2023-07-25,2024-07-19,,2950
